status,title,url,sponsors,controlling_body,contact,version,key,final_date,intro_date,type
IN COMMITTEE,Authorizing the Committee on Commerce and Economic Development to hold hearings regarding a strategic assessment of the City's workforce agencies.,http://legislation.phila.gov/detailreport/?key=10957,Councilmember Goode,Committee on Commerce & Economic Development,,0,10957,,1/27/2011,Resolution
ADOPTED,Honoring the African American Children's Book Project on the occasion of the 19th Annual African American Children's Book Fair.,http://legislation.phila.gov/detailreport/?key=10958,"Councilmember Reynolds Brown, Councilmember Green, Councilmember Goode, Councilmember Rizzo, Councilmember DiCicco, Council President Verna, Councilmember Clarke, Councilmember Kenney, Councilmember Miller, Councilmember Sanchez, Councilmember Greenlee, Councilmember Blackwell, Councilmember O'Neill, Councilmember Tasco",CITY COUNCIL,,0,10958,2/3/2011,1/27/2011,Resolution
IN COMMITTEE,"Authorizing the Joint Committees on Law and Government and Public Safety to hold hearings to support the creation of a robust, active Family Justice Center in the City of Philadelphia.",http://legislation.phila.gov/detailreport/?key=10959,"Councilmember Reynolds Brown, Councilmember Jones, Councilmember Miller, Councilmember Greenlee, Councilmember Goode, Councilmember Rizzo, Councilmember DiCicco, Council President Verna, Councilmember Clarke, Councilmember Kenney, Councilmember Sanchez, Councilmember Blackwell, Councilmember O'Neill, Councilmember Green, Councilmember Tasco",Committee on Law & Government and Public Safety,,0,10959,,1/27/2011,Resolution
ADOPTED,"Authorizing the Commissioner of Public Property to execute and deliver to the Redevelopment Authority of the City of Philadelphia, without consideration, deeds conveying conditional fee simple title to certain City-owned lots or pieces of ground with the buildings and improvements thereon, situate in the Thirty-first Ward of the City of Philadelphia, pursuant to Chapter 16-400 of The Philadelphia Code and authorizing the Redevelopment Authority of the City of Philadelphia to dispose of such properties for rehabilitation and/or improvement in accordance with the terms of Chapter 16-400 of The Philadelphia Code.",http://legislation.phila.gov/detailreport/?key=10960,Councilmember DiCicco,CITY COUNCIL,,0,10960,2/3/2011,1/27/2011,Resolution
ADOPTED,Celebrating Philadelphia's Asian Community at the start of the Lunar New Year.,http://legislation.phila.gov/detailreport/?key=10961,"Councilmember DiCicco, Councilmember Kenney",CITY COUNCIL,,0,10961,2/3/2011,1/27/2011,Resolution
IN COMMITTEE,Appointing Christopher Laufer to the Board of Directors for the Old City Special Services District.,http://legislation.phila.gov/detailreport/?key=10962,Councilmember DiCicco,Committee of the Whole,,0,10962,,1/27/2011,Resolution
IN COMMITTEE,Appointing Avram Hornick to the Board of Directors for the Old City Special Services District.,http://legislation.phila.gov/detailreport/?key=10963,Councilmember DiCicco,Committee of the Whole,,0,10963,,1/27/2011,Resolution
IN COMMITTEE,Reappointing Christopher P. McGill to the Board of Directors for the Old City Special Services District.,http://legislation.phila.gov/detailreport/?key=10964,Councilmember DiCicco,Committee of the Whole,,0,10964,,1/27/2011,Resolution
IN COMMITTEE,Reappointing Carolyn Pfeiffer to the Board of Directors for the Old City Special Services District.,http://legislation.phila.gov/detailreport/?key=10965,Councilmember DiCicco,Committee of the Whole,,0,10965,,1/27/2011,Resolution
IN COMMITTEE,Appointing Lynn Martin Haskin to the Board of Directors for the Old City Special Services District.,http://legislation.phila.gov/detailreport/?key=10966,Councilmember DiCicco,Committee of the Whole,,0,10966,,1/27/2011,Resolution
ADOPTED,Honoring Bernard Brunwasser on His Retirement.,http://legislation.phila.gov/detailreport/?key=10967,"Councilmember O'Neill, Council President Verna, Councilmember DiCicco, Councilmember Rizzo, Councilmember Jones, Councilmember Blackwell, Councilmember Clarke, Councilmember Kenney, Councilmember Goode, Councilmember Tasco",CITY COUNCIL,,0,10967,2/3/2011,1/27/2011,Resolution
ADOPTED,"Recognizing, Honoring, Celebrating, and Thanking Tom Muldoon on the Occasion of his Retirement as president of the Philadelphia Convention and Visitors Bureau.",http://legislation.phila.gov/detailreport/?key=10968,"Councilmember Rizzo, Councilmember O'Neill, Councilmember Goode, Councilmember Jones, Councilmember Kenney, Councilmember Tasco, Councilmember DiCicco, Councilmember Clarke, Council President Verna, Councilmember Blackwell, Councilmember Reynolds Brown, Councilmember Miller, Councilmember Sanchez, Councilmember Greenlee, Councilmember Green",CITY COUNCIL,,0,10968,2/3/2011,1/27/2011,Resolution
PLACED ON FILE,"Transmitting a message advising Council that Bill Nos. 090588-A, 100489-A, 100751, 100776, 100777, 100778, 100779, 100781, 100785, 100786, 100788, 100789, 100791, 100792, 100793, 100842 and 100843, which were passed by Council on December 16, 2010, were signed by the Mayor on December 21, 2010.",http://legislation.phila.gov/detailreport/?key=10969,,CITY COUNCIL,,0,10969,,1/27/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a message advising Council that Bill No. 100614, which was passed by Council on December 9, was signed by the Mayor on December 22, 2010.",http://legislation.phila.gov/detailreport/?key=10970,,CITY COUNCIL,,0,10970,,1/27/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a message advising Council that Bill Nos. 100550, 100557, 100656, 100724, 100756, 100784, 100787 and 100794, which were passed by Council on December 16, 2010, were signed by the Mayor on January 5, 2011.",http://legislation.phila.gov/detailreport/?key=10971,,CITY COUNCIL,,0,10971,,1/27/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a message advising Council that Bill Nos. 100464, 100544, 100675, 100676, 100679, 100680, 100681, 100682, 100683, 100684, 100709, 100711, 100716, 100717, 100718, 100719, 100721, 100723, 100752, 100757, 100758 and 100760, which were passed by Council on December 9, 2010, were signed by the Mayor on January 5, 2011.",http://legislation.phila.gov/detailreport/?key=10972,,CITY COUNCIL,,0,10972,,1/27/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a message advising Council that Bill Nos.100749 and 100753, which were passed by Council on December 16, 2010, were signed by the Mayor on January 26, 2011.",http://legislation.phila.gov/detailreport/?key=10973,,CITY COUNCIL,,0,10973,,1/27/2011,COMMUNICATION
PLACED ON FILE,"January 26, 2011

To The President and Members of
The Council of the City of Philadelphia:

Pursuant to Sections 4-604 and 2-307 of the Home Rule Charter, I am today transmitting to the Council the recommendation of the City of Planning Commission regarding the following bills:

Bill No. 100860
Bill No. 100871
Bill No. 100872
Bill No. 100874

Respectfully,
Michael A. Nutter
Mayor",http://legislation.phila.gov/detailreport/?key=10974,,CITY COUNCIL,,0,10974,,1/27/2011,COMMUNICATION
PLACED ON FILE,,http://legislation.phila.gov/detailreport/?key=10975,,CITY COUNCIL,,0,10975,,1/27/2011,COMMUNICATION
PLACED ON FILE,Transmitting a resolution reappointing Christopher P. McGill to the Board of Directors for the Old City Special Services District.,http://legislation.phila.gov/detailreport/?key=10976,,CITY COUNCIL,,0,10976,,1/27/2011,COMMUNICATION
PLACED ON FILE,Transmitting a resolution reappointing Carolyn Pfeiffer to the Board of Directors for the Old City Special Services District.,http://legislation.phila.gov/detailreport/?key=10977,,CITY COUNCIL,,0,10977,,1/27/2011,COMMUNICATION
PLACED ON FILE,Transmitting a resolution appointing Avram Hornick to the Board of Directors for the Old City Special Services District.,http://legislation.phila.gov/detailreport/?key=10978,,CITY COUNCIL,,0,10978,,1/27/2011,COMMUNICATION
PLACED ON FILE,Transmitting a resolution appointing Christopher Laufer to the Board of Directors for the Old City Special Services District.,http://legislation.phila.gov/detailreport/?key=10979,,CITY COUNCIL,,0,10979,,1/27/2011,COMMUNICATION
PLACED ON FILE,Transmitting a resolution appointing Lynn Martin Haskin to the Board of Directors for the Old City Special Services District.,http://legislation.phila.gov/detailreport/?key=10980,,CITY COUNCIL,,0,10980,,1/27/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a resolution approving the redevelopment contract and disposition supplement of the Redevelopment Authority of the City of Philadelphia for the redevelopment and urban renewal of a portion of the Point Breeze Urban Renewal Area, designated as Parcel No. 61 and also sometimes identified by house address and street address as 1533 Federal street; authorizing the Redevelopment Authority to execute the redevelopment contract with Henry M. Clinton and to take such action as may be necessary to effectuate the redevelopment contract and disposition supplement, accompanied by an explanatory letter from the Executive Director of the Redevelopment Authority.",http://legislation.phila.gov/detailreport/?key=10981,,CITY COUNCIL,,0,10981,,1/27/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a bill authorizing John and Concetta Varallo, owners of Pesto Italian Restaurant, 1917 South Broad Street, to construct, own and maintain an encroachment within the right-of-way located on the east footway of Broad Street, under certain terms and conditions, accompanied by an explanatory letter from the Streets Commissioner.",http://legislation.phila.gov/detailreport/?key=10982,,CITY COUNCIL,,0,10982,,1/27/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a bill authorizing Gerald Rothstein and Frederick Mumenthaler, owners of the property located at 1921-23 South Bancroft Street, to legalize an existing encroachment in the right-of-way located on the east public footway of Bancroft Street, under certain terms and conditions, accompanied by an explanatory letter from the Streets Commissioner.",http://legislation.phila.gov/detailreport/?key=10983,,CITY COUNCIL,,0,10983,,1/27/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a bill amending Chapter 15-100 of The Philadelphia Code, entitled ""Parks,"" by prohibiting the transfer or conversion of outdoor public park and recreation land in the City to other uses or to third parties unless certain procedures and requirements are met, accompanied by an explanatory letter from the Chairman of the Philadelphia Commission on Parks and Recreation.",http://legislation.phila.gov/detailreport/?key=10984,,CITY COUNCIL,,0,10984,,1/27/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a bill amending Bill No. 100307 entitled ""An Ordinance Approving the Fiscal Year 2011 Capital Budget providing for expenditures for the capital purposes of the Philadelphia Gas Works (including the supplying of funds in connection therewith) subject to certain constraints and conditions, and acknowledging receipt of the Forecast of Capital Budgets for Fiscal Years 2012 through 2016"" by approving a Revised Capital Budget for Fiscal Year 2011, accompanied by an explanatory letter from the Chairwoman of the Philadelphia Gas Commission.",http://legislation.phila.gov/detailreport/?key=10985,,CITY COUNCIL,,0,10985,,1/27/2011,COMMUNICATION
IN COMMITTEE,"Amending Title 9 of The Philadelphia Code, entitled ""Regulation of Businesses, Trades and Professions,"" by authorizing duly designated employees of the Philadelphia Parking Authority (""Authority"") to enforce Section 9-102(3)(a), which requires a person licensed under Title 9 to produce a copy of the license upon request; amending Subcode ""A"" of Title 4 of The Philadelphia Code, entitled ""The Philadelphia Administrative Code,"" to require a person who is required under Title 4 to be licensed to conduct a trade or practice to produce such license upon the request of the code official, and defining ""code official"" for purposes of such provision, to include duly designated employees of the Authority; and by delegating to the Authority the power to carry out all functions authorized by this Ordinance; all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=10986,Councilmember Kenney,Committee on Law and Government,,0,10986,,2/3/2011,Bill
"REPORTED FAVORABLY, SUSPENSION","Amending Chapter 9-1100 of The Philadelphia Code, entitled ""Fair Practices,"" by changing the title to ""Fair Practices Ordinance:  Protections Against Unlawful Discrimination,"" by replacing ""handicap"" with disability as a protected status, by adding domestic or sexual violence victim status, familial status, and genetic information to the prohibited bases for discrimination; by amending the definition of discrimination, employer, life partnership, public accommodation and other terms, and by adding or deleting other definitions; by narrowing certain exemptions with respect to employment preferences; by amending the prohibition against housing discrimination to include commercial property and real property; by reordering and clarifying the complaint, mediation and hearing procedures of the Commission; by amending and clarifying the remedies available to the Commission upon a finding of a violation; and by changing the order of sections and making other changes, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=10987,"Councilmember Greenlee, Councilmember Green",Committee on Law and Government,,1,10987,,2/3/2011,Bill
"REPORTED FAVORABLY, SUSPENSION","To amend the Philadelphia Zoning Maps to provide for changes to the zoning designations of certain areas of land located within an area bounded by Tacony Street, Dark Horse Street, the Delaware River, Frankford Creek, and Bridge Street, under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=10988,Councilmember Krajewski,Committee on Rules,,1,10988,,2/3/2011,Bill
IN COUNCIL - SECOND READING,"Authorizing transfers in appropriations for Fiscal Year 2011 from the General Fund, certain or all City offices, departments, boards and commissions and from the Grants Revenue Fund, the Director of Finance - Provision for Other Grants to the General Fund, certain or all City offices, departments, boards and commissions.",http://legislation.phila.gov/detailreport/?key=10989,Councilmember Krajewski,Committee on Appropriations,,0,10989,,2/3/2011,Bill
"REPORTED FAVORABLY, SUSPENSION","Amending the Philadelphia Zoning Maps by changing the zoning designations of certain areas of land located within the area bounded by Milnor Street, Levick Street, the Delaware River, and Robbins Street, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=10990,Councilmember Krajewski,Committee on Rules,,0,10990,,2/3/2011,Bill
IN COUNCIL - SECOND READING,"Authorizing transfers in appropriations for Fiscal Year 2011 from the Grants Revenue Fund, the Director of Finance - Provision for Other Grants to the Acute Care Hospital Assessment Fund, the Department of Public Health and the Department of Public Health - State 	Payment.",http://legislation.phila.gov/detailreport/?key=10991,Councilmember Krajewski,Committee on Appropriations,,0,10991,,2/3/2011,Bill
IN COUNCIL - SECOND READING,"Authorizing Gerald Rothstein and Frederick Mumenthaler, owners of the property located at 1921-23 South Bancroft Street, to legalize an existing encroachment in the right-of-way located on the east public footway of Bancroft Street, under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=10992,"Council President Verna, Councilmember Tasco",Committee on Streets and Services,,0,10992,,2/3/2011,Bill
IN COMMITTEE,"Authorizing the Commissioner of Public Property and the Commissioner of Parks and Recreation, on behalf of the City of Philadelphia, to lease the land and improvements known as the Mann Center for Performing Arts, located on Parkside Avenue in West Fairmount Park, to the Philadelphia Authority for Industrial Development for sublease to the Mann Center for the Performing Arts and to enter into related agreements.",http://legislation.phila.gov/detailreport/?key=10993,Councilmember Jones,CITY COUNCIL,,0,10993,,2/3/2011,Bill
IN COUNCIL,"Amending Title 17 of The Philadelphia Code, entitled ""Contracts and Procurement,"" to provide that certain City contractors must offer the same benefits to the life partners of their employees as are offered to the spouses of married employees, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=10994,"Councilmember Reynolds Brown, Councilmember DiCicco, Councilmember Kenney, Councilmember Sanchez, Councilmember Tasco, Councilmember Greenlee",CITY COUNCIL,,0,10994,,2/3/2011,Bill
IN COMMITTEE,"Amending Section 14-1607 of The Philadelphia Code, entitled ""Special District Controls for the Center City Commercial Area,"" and Section 14-1605 of The Philadelphia Code, entitled ""Regulated Uses,"" by adding to both Sections special provisions relating to the area bounded by Chestnut Street, 12th Street, 13th Street, and Sansom Street, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=10995,Councilmember DiCicco,Committee on Rules,,0,10995,,2/3/2011,Bill
IN COMMITTEE,"Authorizing the Commissioner of Public Property, on behalf of the City of Philadelphia, to enter into a sublease agreement with the Philadelphia Authority for Industrial Development, for use of a premises by the City located at 1221 Bainbridge Street, Philadelphia, Pennsylvania, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=10996,Councilmember DiCicco,Committee on Public Property and Public Works,,0,10996,,2/3/2011,Bill
"REPORTED FAVORABLY, SUSPENSION","Providing for the submission to the qualified electors of the City of Philadelphia of the proposal set forth in a Resolution approved by Council proposing an amendment of The Philadelphia Home Rule Charter relating to the creation, appointment, powers and duties of an independent Jobs Commission; and authorizing the appropriate officers to publish notice and to make arrangements for the special election.",http://legislation.phila.gov/detailreport/?key=10997,"Councilmember Clarke, Councilmember Jones, Councilmember Goode, Councilmember Sanchez, Councilmember Rizzo, Councilmember Green, Councilmember Miller, Councilmember Kenney, Councilmember Tasco, Councilmember O'Neill, Councilmember DiCicco, Councilmember Greenlee, Councilmember Blackwell, Councilmember Reynolds Brown",Committee on Law and Government,,0,10997,,2/3/2011,Bill
IN COMMITTEE,Calling for Public Hearings before the City Council Committee on Education to Discuss the Possibility of Using City Health and Social Service Agencies to Compliment School District Nurse and Guidance Counselor Resources in Public Schools.,http://legislation.phila.gov/detailreport/?key=10998,"Councilmember Blackwell, Councilmember Reynolds Brown, Councilmember Jones, Councilmember Greenlee, Councilmember DiCicco, Councilmember Goode, Council President Verna, Councilmember Clarke, Councilmember Rizzo, Councilmember Tasco, Councilmember Krajewski, Councilmember Sanchez, Councilmember Kenney, Councilmember Miller",Committee on Education,,0,10998,,2/3/2011,Resolution
ADOPTED,"Declaring February 15 as ""Electronic Numerical Integrator And Computer (ENIAC) Day"" in Philadelphia and honoring the University of Pennsylvania School of Engineering and Applied Sciences.",http://legislation.phila.gov/detailreport/?key=10999,"Councilmember Green, Councilmember Blackwell, Councilmember Greenlee, Councilmember Goode, Councilmember DiCicco, Councilmember Rizzo, Councilmember Reynolds Brown, Council President Verna, Councilmember Tasco, Councilmember Jones, Councilmember Clarke, Councilmember Kelly, Councilmember Kenney, Councilmember Sanchez, Councilmember O'Neill, Councilmember Miller",CITY COUNCIL,,0,10999,2/10/2011,2/3/2011,Resolution
REPORTED FAVORABLY,"Proposing an amendment to The Philadelphia Home Rule Charter to provide for the creation, appointment, powers and duties of a Jobs Commission; and providing for the submission of the amendment to the electors of Philadelphia.",http://legislation.phila.gov/detailreport/?key=11000,"Councilmember Clarke, Councilmember Jones, Councilmember Goode, Councilmember Rizzo, Councilmember Green, Councilmember Sanchez, Councilmember Miller, Councilmember Tasco, Councilmember O'Neill, Councilmember DiCicco, Councilmember Greenlee, Councilmember Kenney, Councilmember Blackwell, Councilmember Reynolds Brown",Committee on Law and Government,,0,11000,,2/3/2011,Resolution
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11066,,CITY COUNCIL,,0,11066,,2/17/2011,COMMUNICATION
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11065,,CITY COUNCIL,,0,11065,,2/17/2011,COMMUNICATION
IN COUNCIL,"Authorizing the Commissioner of Public Property to execute and deliver to the Redevelopment Authority of the City of Philadelphia, without consideration, deeds conveying conditional fee simple title to certain City-owned lots or pieces of ground with the buildings and improvements thereon, situate in the Twenty-eighth, Thirty-second and Thirty-seventh Wards of the City of Philadelphia, pursuant to Chapter 16-400 of The Philadelphia Code and authorizing the Redevelopment Authority of the City of Philadelphia to dispose of such properties for rehabilitation and/or improvement in accordance with the terms of Chapter 16-400 of The Philadelphia Code.",http://legislation.phila.gov/detailreport/?key=11064,Councilmember Clarke,CITY COUNCIL,,0,11064,,2/17/2011,Resolution
IN COUNCIL,Recognizing and Congratulating the African American Museum in Philadelphia on its 35th Anniversary.,http://legislation.phila.gov/detailreport/?key=11063,"Councilmember Reynolds Brown, Councilmember DiCicco, Councilmember Rizzo, Councilmember Miller, Councilmember Tasco, Councilmember Goode, Councilmember Jones, Council President Verna, Councilmember Blackwell, Councilmember Clarke, Councilmember Sanchez, Councilmember Krajewski, Councilmember Greenlee, Councilmember O'Neill, Councilmember Kelly",CITY COUNCIL,,0,11063,,2/17/2011,Resolution
IN COUNCIL,Recognizing and Congratulating the African American Museum in Philadelphia on its 35th Anniversary.,http://legislation.phila.gov/detailreport/?key=11062,"Councilmember Jones, Councilmember Reynolds Brown, Councilmember Goode, Council President Verna, Councilmember Blackwell, Councilmember Greenlee, Councilmember Clarke, Councilmember Krajewski, Councilmember Rizzo, Councilmember Kenney, Councilmember Miller",CITY COUNCIL,,0,11062,,2/17/2011,Resolution
IN COUNCIL,"Authorizing the Commissioner of Public Property to execute and deliver to the Redevelopment Authority of the City of Philadelphia, without consideration, deeds conveying conditional fee simple title to certain City-owned lots or pieces of ground with the buildings and improvements thereon, situate in the Seventh and Forty-third Wards of the City of Philadelphia, pursuant to Chapter 16-400 of The Philadelphia Code and authorizing the Redevelopment Authority of the City of Philadelphia to dispose of such properties for rehabilitation and/or improvement in accordance with the terms of Chapter 16-400 of The Philadelphia Code.",http://legislation.phila.gov/detailreport/?key=11061,Councilmember Sanchez,CITY COUNCIL,,0,11061,,2/17/2011,Resolution
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11060,"Councilmember Sanchez, Councilmember Greenlee, Councilmember Jones, Councilmember Kenney, Councilmember Krajewski, Councilmember Goode, Councilmember Clarke, Councilmember Tasco, Councilmember Blackwell, Councilmember Reynolds Brown, Councilmember Miller, Councilmember Green",CITY COUNCIL,,0,11060,,2/17/2011,Resolution
IN COUNCIL,"Proclaiming February 2011 as ""American Heart Month and Proclaiming February 4, 2011 as ""Wear Red Day in the City of Philadelphia. """,http://legislation.phila.gov/detailreport/?key=11059,"Councilmember Miller, Council President Verna, Councilmember Tasco, Councilmember Sanchez, Councilmember Greenlee, Councilmember Kenney, Councilmember Rizzo, Councilmember Krajewski, Councilmember Jones, Councilmember Kelly, Councilmember Goode, Councilmember Blackwell, Councilmember O'Neill, Councilmember Reynolds Brown, Councilmember Green, Councilmember DiCicco, Councilmember Clarke",CITY COUNCIL,,0,11059,,2/17/2011,Resolution
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11058,"Councilmember Blackwell, Councilmember Goode, Councilmember Reynolds Brown, Councilmember Jones, Councilmember Greenlee, Councilmember Rizzo, Councilmember Kenney, Councilmember Krajewski, Councilmember O'Neill, Councilmember Clarke, Councilmember Sanchez, Councilmember Miller, Councilmember Kelly, Council President Verna, Councilmember DiCicco, Councilmember Green",CITY COUNCIL,,0,11058,,2/17/2011,Resolution
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11057,Councilmember Clarke,CITY COUNCIL,,0,11057,,2/17/2011,Bill
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11056,Councilmember Clarke,CITY COUNCIL,,0,11056,,2/17/2011,Bill
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11055,Councilmember Clarke,CITY COUNCIL,,0,11055,,2/17/2011,Bill
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11054,Councilmember Clarke,CITY COUNCIL,,0,11054,,2/17/2011,Bill
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11053,Councilmember Clarke,CITY COUNCIL,,0,11053,,2/17/2011,Bill
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11052,Councilmember Clarke,CITY COUNCIL,,0,11052,,2/17/2011,Bill
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11051,Councilmember Clarke,CITY COUNCIL,,0,11051,,2/17/2011,Bill
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11050,Councilmember Clarke,CITY COUNCIL,,0,11050,,2/17/2011,Bill
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11049,Councilmember Clarke,CITY COUNCIL,,0,11049,,2/17/2011,Bill
IN COUNCIL,"Amending Title 9 of The Philadelphia Code, entitled ""Regulation of Businesses, Trades and Professions"" by enacting a new Chapter 9-3000 entitled ""Fair Criminal Record Screening Standards,"" to establish provisions and requirements for the screening of criminal records by certain employers within the City of Philadelphia, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=11048,Councilmember Miller,CITY COUNCIL,,0,11048,,2/17/2011,Bill
