status,title,url,sponsors,controlling_body,contact,version,key,final_date,intro_date,type
IN COUNCIL,"Amending Title 9 of The Philadelphia Code, entitled ""Regulation of Businesses, Trades and Professions"" by prohibiting the unfair discrimination of individuals with criminal records past the initial application process and to establish provisions and requirements for the screening of criminal records by certain employers within the City of Philadelphia, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=11047,Councilmember Miller,CITY COUNCIL,,0,11047,,2/17/2011,Bill
IN COUNCIL,"Authorizing the continuation and modification of the extended trial program authorized by Bill No. 090003 by establishing an Authorized Program under which advance approval is given to the Philadelphia Facilities Management Corporation to enter into certain contracts and transactions arising thereunder for the purchase, storage, distribution, transportation and/or transmission of natural and other gas supply on behalf of the Philadelphia Gas Works, subject to certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=11046,Councilmember Tasco,CITY COUNCIL,,0,11046,,2/17/2011,Bill
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11045,Councilmember Tasco,CITY COUNCIL,,0,11045,,2/17/2011,Bill
IN COUNCIL,,http://legislation.phila.gov/detailreport/?key=11044,Councilmember Tasco,CITY COUNCIL,,0,11044,,2/17/2011,Bill
IN COUNCIL,"Transmitting a bill authorizing the Procurement Commissioner to enter into a contract for the construction of a sewer and appurtenant work in the 800 Block of Asbury Terrace, accompanied by an explanatory letter from the Water Commissioner.",http://legislation.phila.gov/detailreport/?key=11043,,CITY COUNCIL,,0,11043,,2/10/2011,COMMUNICATION
IN COUNCIL,"Transmitting a bill authorizing the revision of lines and grades on a portion of City Plan No. 63 by relocating the northeasterly curblines of the Benjamin Franklin Parkway, from Twentieth Street to Twenty-First Street, two feet southwestwardly and relocating portions of certain curblines within the area bounded by the Benjamin Franklin Parkway, Twenty-First Street, Pennsylvania Avenue, and Twentieth Street to establish certain curb bump-outs and corner radii, under certain terms and conditions, accompanied by an explanatory letter from the Streets Commissioner.",http://legislation.phila.gov/detailreport/?key=11042,,CITY COUNCIL,,0,11042,,2/10/2011,COMMUNICATION
IN COUNCIL,"Transmitting a bill amending Section 2 of an Ordinance approved November 13, 2002, entitled ""An Ordinance Authorizing the revision of lines and grades on a portion of City Plan No. 258 by striking from the City Plan and vacating Brill Street from Torresdale Avenue to Harbison Avenue, by striking from the City Plan and vacating a certain triangular section of Harbison Avenue, and by reserving and placing on the City Plan a right-of-way for drainage purposes, water main purposes, and gas main purposes, under certain terms and conditions,"" by extending the period for compliance with the terms and conditions stated therein, accompanied by an explanatory letter from the Streets Commissioner.",http://legislation.phila.gov/detailreport/?key=11041,,CITY COUNCIL,,0,11041,,2/10/2011,COMMUNICATION
IN COUNCIL,"Transmitting a bill amending Section 2 of an Ordinance (Bill No. 080637) approved November 19, 2008, entitled ""An Ordinance Authorizing and directing the revision of lines and grades on a portion of City Plan Nos. 34-S and 41-S by striking from the City Plan and vacating the legally open portions of Packer Avenue from Christopher Columbus Boulevard to the Pierhead Line of the Delaware River and by reserving and placing on the City Plan a right-of-way for drainage purposes, water main purposes, and public utility purposes within the lines of Packer Avenue being stricken from the City Plan, all under certain terms and conditions,"" by extending the period for compliance with the terms and conditions stated therein, accompanied by an explanatory letter from the Streets Commissioner.",http://legislation.phila.gov/detailreport/?key=11040,,CITY COUNCIL,,0,11040,,2/10/2011,COMMUNICATION
IN COUNCIL,"Transmitting a bill authorizing the revision of lines and grades on a portion of City Plan No. 188 by striking from the City Plan and vacating the northwesterly and southeasterly ten feet wide portions of Cedar Street from Tioga Street to appoint approximately two-hundred eighty-seven feet northeastwardly therefrom and reserving and placing on the City Plan rights of way for various utility purposes within the lines of the portions of Cedar Street being stricken, under certain terms and conditions, accompanied by an explanatory letter from the Streets Commissioner.",http://legislation.phila.gov/detailreport/?key=11039,,CITY COUNCIL,,0,11039,,2/10/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a bill amending Section 20-606 of The Philadelphia Code, entitled ""Board of Ethics,"" by further providing for administrative adjudication, under certain terms and conditions, accompanied by an explanatory letter from the Chair of the Board of Ethics.",http://legislation.phila.gov/detailreport/?key=11038,,CITY COUNCIL,,0,11038,,2/10/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a bill amending Chapter 20-1000 of The Philadelphia Code, entitled ""Political Contributions and Expenditures,"" by clarifying that no person shall make excess contributions to candidates through another political committee and by revising the form of notice that the Board of Ethics shall provide of the contribution limits, all under certain terms and conditions, accompanied by an explanatory letter from the Chair of the Board of Ethics.",http://legislation.phila.gov/detailreport/?key=11037,,CITY COUNCIL,,0,11037,,2/10/2011,COMMUNICATION
PLACED ON FILE,"February 10, 20100

To the President and the Members of
The Council of the City of Philadelphia:

I am returning herewith as requested by your Resolution adopted February 10, 2011, Bill No. 100722, entitled ""An Ordinance amending Chapter 10-818 of The Philadelphia Code to provide that no personal shall carry a firearm on public streets or public property unless the person is licensed to carry such firearm by a political subdivision of the Commonwealth of Pennsylvania, regardless of whether the person possesses a license issued in another state, under certain terms and conditions,"" for the purpose of reconsideration by the Council of the vote by which said bill passed Council

Respectfully submitted,
Michael A. Nutter
Mayor",http://legislation.phila.gov/detailreport/?key=11036,,CITY COUNCIL,,0,11036,,2/10/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a message advising Council that Bill No. 100780, which was passed by Council on February 3, 2011, was signed by the Mayor on February 9, 2011.",http://legislation.phila.gov/detailreport/?key=11035,,CITY COUNCIL,,0,11035,,2/10/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a message advising Council that Bill No. 100079, which was passed by Council on January 27, 2011, was signed by the Mayor on February 9, 2011.",http://legislation.phila.gov/detailreport/?key=11034,,CITY COUNCIL,,0,11034,,2/10/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a message advising Council that Bill No. 100674, which was passed by Council on November 18, 2010, was signed by the Mayor on December 1, 2010.",http://legislation.phila.gov/detailreport/?key=10901,,CITY COUNCIL,,0,10901,,12/2/2010,COMMUNICATION
PLACED ON FILE,"December 1, 2010

To The President and Members of
The Council of the City of Philadelphia:

Pursuant to Sections 4-604 and 2-307 of the Home Rule Charter, I am today transmitting  to the Council the recommendation of the City Planning Commission regarding the following bills:

Bill No. 100677
Bill No. 100681
Bill No. 100683

Respectfully,
Michael A. Nutter
Mayor",http://legislation.phila.gov/detailreport/?key=10902,,CITY COUNCIL,,0,10902,,12/2/2010,COMMUNICATION
PLACED ON FILE,"December 1, 2010

To The President and Members of
The Council of the City of Philadelphia:

Pursuant to Sections 4-604 and 2-307 of the Home Rule Charter, I am today transmitting  to the Council the recommendation of the City Planning Commission regarding the following bills:

Bill No. 100676
Bill No. 100678
Bill No. 100679
Bill No. 100682
Bill No. 100684
Bill No. 100720
Bill No. 100721
Bill No. 100750
Bill No. 100753
Bill No. 100760
Bill No. 100761

Respectfully,
Michael A. Nutter
Mayor",http://legislation.phila.gov/detailreport/?key=10903,,CITY COUNCIL,,0,10903,,12/2/2010,COMMUNICATION
PLACED ON FILE,"Transmitting a resolution confirming the appointment of Ken Ogawa as a member of the Board of the Philadelphia Energy Authority, to serve in the term ending January 1, 2012.",http://legislation.phila.gov/detailreport/?key=10904,,CITY COUNCIL,,0,10904,,12/2/2010,COMMUNICATION
PLACED ON FILE,"Transmitting a resolution confirming the appointment of Christopher Lewis as a member of the Board of the Philadelphia Energy Authority, to serve in the term ending January 1, 2013.",http://legislation.phila.gov/detailreport/?key=10905,,CITY COUNCIL,,0,10905,,12/2/2010,COMMUNICATION
PLACED ON FILE,"Transmitting a resolution confirming the appointment of Barbara Adams as a member of the Board of the Philadelphia Energy Authority, to serve in the term ending January 1, 2015.",http://legislation.phila.gov/detailreport/?key=10906,,CITY COUNCIL,,0,10906,,12/2/2010,COMMUNICATION
PLACED ON FILE,"Transmitting a resolution confirming the appointment of Rob Dubow as a member of the Board of the Philadelphia Energy Authority, to serve in the term ending January 1, 2016.",http://legislation.phila.gov/detailreport/?key=10907,,CITY COUNCIL,,0,10907,,12/2/2010,COMMUNICATION
IN COUNCIL,"Requesting the Mayor to return to Council Bill No. 100722, entitled ""An Ordinance Amending Chapter 10-818 of The Philadelphia Code to provide that no person shall carry a firearm on public streets or public property unless the person is licensed to carry such firearm by a political subdivision of the Commonwealth of Pennsylvania, regardless of whether the person possesses a license issued in another state, under certain terms and conditions,"" for the purpose of reconsideration by the Council of the vote by which said bill passed Council.",http://legislation.phila.gov/detailreport/?key=11033,Councilmember Clarke,CITY COUNCIL,,0,11033,,2/10/2011,Resolution
IN COUNCIL,"Recognizing and honoring The Philadelphia OIC for its dedication to the elimination of poverty, unemployment and illiteracy to insuring a meaningful and productive quality of life for youth, adults and families within the Philadelphia community.",http://legislation.phila.gov/detailreport/?key=11032,"Councilmember Clarke, Councilmember Reynolds Brown, Councilmember Miller, Councilmember Goode, Councilmember Jones, Councilmember Kenney, Councilmember Blackwell, Councilmember DiCicco, Councilmember Greenlee, Councilmember Krajewski, Councilmember Tasco, Councilmember Sanchez, Councilmember Green, Councilmember Rizzo, Councilmember Kelly, Councilmember O'Neill",CITY COUNCIL,,0,11032,,2/10/2011,Resolution
IN COUNCIL,"Authorizing the Commissioner of Public Property to execute and deliver to the Redevelopment Authority of the City of Philadelphia, without consideration, deeds conveying conditional fee simple title to certain City-owned lots or pieces of ground with the buildings and improvements thereon, situate in the Sixteenth, Eighteenth, Twenty-eighth, Twenty-ninth and Thirty-second Wards of the City of Philadelphia, pursuant to Chapter 16-400 of The Philadelphia Code and authorizing the Redevelopment Authority of the City of Philadelphia to dispose of such properties for rehabilitation and/or improvement in accordance with the terms of Chapter 16-400 of The Philadelphia Code.",http://legislation.phila.gov/detailreport/?key=11031,Councilmember Clarke,CITY COUNCIL,,0,11031,,2/10/2011,Resolution
IN COUNCIL,"Recognizing, honoring and celebrating Nicole Cashman and Cashman and Associates Public Relations and Special Events on their 10th Anniversary.",http://legislation.phila.gov/detailreport/?key=11030,"Councilmember Reynolds Brown, Councilmember Rizzo, Councilmember Kenney, Council President Verna, Councilmember Goode, Councilmember Greenlee, Councilmember Jones, Councilmember Sanchez, Councilmember Clarke, Councilmember Miller, Councilmember Tasco, Councilmember O'Neill, Councilmember Green, Councilmember DiCicco",CITY COUNCIL,,0,11030,,2/10/2011,Resolution
IN COUNCIL,Recognizing and Congratulating women and girls throughout the world on the 100th celebration of International Women's Day.,http://legislation.phila.gov/detailreport/?key=11029,"Councilmember Reynolds Brown, Councilmember Sanchez, Councilmember Green, Councilmember Rizzo, Councilmember Kenney, Council President Verna, Councilmember Goode, Councilmember Greenlee, Councilmember Jones, Councilmember Clarke, Councilmember Miller, Councilmember DiCicco, Councilmember Tasco, Councilmember O'Neill",CITY COUNCIL,,0,11029,,2/10/2011,Resolution
IN COUNCIL,"Authorizing the Committee on Commerce and Economic Development to hold hearings on Resolution No. 090724 to investigate whether the School District of Philadelphia has failed to comply with the Philadelphia 21st Century Minimum Wage and Benefits Standard, and to recommend an appropriate remedy for any such failure.",http://legislation.phila.gov/detailreport/?key=11028,"Councilmember Goode, Councilmember Sanchez, Councilmember Reynolds Brown",CITY COUNCIL,,0,11028,,2/10/2011,Resolution
IN COUNCIL,"Honoring Author Dr. Sulayman Clark, author of ""The Rains: Voices for American Liberty.""",http://legislation.phila.gov/detailreport/?key=11027,"Councilmember Jones, Councilmember Kenney, Councilmember Green, Council President Verna, Councilmember Reynolds Brown, Councilmember Tasco, Councilmember Greenlee, Councilmember Goode, Councilmember Sanchez, Councilmember Rizzo, Councilmember DiCicco, Councilmember Clarke, Councilmember O'Neill, Councilmember Miller",CITY COUNCIL,,0,11027,,2/10/2011,Resolution
IN COUNCIL,Endorsing and supporting an application by Nolen Properties LLC for a grant of federal Neighborhood Stabilization Program Round 3 funds from the Pennsylvania Housing Finance Agency.,http://legislation.phila.gov/detailreport/?key=11026,"Councilmember Miller, Councilmember Jones, Councilmember Blackwell, Councilmember Greenlee, Council President Verna, Councilmember Goode, Councilmember Rizzo, Councilmember Kenney, Councilmember Tasco, Councilmember DiCicco, Councilmember Clarke, Councilmember O'Neill, Councilmember Reynolds Brown, Councilmember Sanchez, Councilmember Krajewski, Councilmember Kelly, Councilmember Green",CITY COUNCIL,,0,11026,,2/10/2011,Resolution
IN COUNCIL,Authorizing City Council's Committee on Public Safety to hold a public hearing to investigate the challenges and barriers effecting individuals with criminal records.,http://legislation.phila.gov/detailreport/?key=11025,"Councilmember Miller, Councilmember Jones, Councilmember Blackwell, Councilmember Greenlee, Council President Verna, Councilmember Goode, Councilmember Rizzo, Councilmember Kenney, Councilmember Tasco, Councilmember Clarke, Councilmember O'Neill, Councilmember DiCicco, Councilmember Reynolds Brown, Councilmember Sanchez, Councilmember Krajewski, Councilmember Kelly, Councilmember Green",CITY COUNCIL,,0,11025,,2/10/2011,Resolution
IN COUNCIL,"Authorizing the Commissioner of Public Property to execute and deliver to the Redevelopment Authority of the City of Philadelphia, without consideration, deeds conveying conditional fee simple title to certain City-owned lots or pieces of ground with the buildings and improvements thereon, situate in the Thirty-sixth Ward of the City of Philadelphia, pursuant to Chapter 16-400 of The Philadelphia Code and authorizing the Redevelopment Authority of the City of Philadelphia to dispose of such properties for rehabilitation and/or improvement in accordance with the terms of Chapter 16-400 of The Philadelphia Code.",http://legislation.phila.gov/detailreport/?key=11024,"Council President Verna, Councilmember Tasco",CITY COUNCIL,,0,11024,,2/10/2011,Resolution
IN COUNCIL,"Authorizing the Commissioner of Public Property to execute and deliver to the Redevelopment Authority of the City of Philadelphia, without consideration, deeds conveying conditional fee simple title to certain City-owned lots or pieces of ground with the buildings and improvements thereon, situate in the Twenty-seventh and Fifty-first Wards of the City of Philadelphia, pursuant to Chapter 16-400 of The Philadelphia Code and authorizing the Redevelopment Authority of the City of Philadelphia to dispose of such properties for rehabilitation and/or improvement in accordance with the terms of Chapter 16-400 of The Philadelphia Code.",http://legislation.phila.gov/detailreport/?key=11023,Councilmember Blackwell,CITY COUNCIL,,0,11023,,2/10/2011,Resolution
IN COUNCIL,"Recognizing the Week of February 20, 2011, as Frances Harper Week in Commemoration of the 100th Anniversary of her Death on February 22, 1911, in Philadelphia, and Honoring her as a Writer, Lecturer and Political Activist, who Promoted Abolition, Civil Rights, Women's Rights, and Temperance, Nationally and in the Greater Philadelphia Region.",http://legislation.phila.gov/detailreport/?key=11022,"Councilmember Blackwell, Councilmember Kenney, Councilmember Rizzo, Councilmember Greenlee, Councilmember Jones, Councilmember DiCicco, Councilmember Krajewski, Councilmember Goode, Councilmember Reynolds Brown, Councilmember Miller, Councilmember Clarke, Councilmember Tasco, Council President Verna, Councilmember Sanchez, Councilmember Kelly, Councilmember Green, Councilmember O'Neill",CITY COUNCIL,,0,11022,,2/10/2011,Resolution
IN COUNCIL,"Amending Chapter 1, Subcode ""PM"" (The Philadelphia Property Maintenance Code) and Chapter 4-200.0, Subcode ""A"" (The Philadelphia Administrative Code) of Title 4 of The Philadelphia Code, by amending Section PM-102.0, entitled ""Licensing,"" to provide for exemptions for certain vacant property uses; and by amending Section A-906 of Subcode ""A,"" entitled ""Property Maintenance Code Fees,"" to reduce the license fees charged to own a vacant lot, vacant building or vacant wharf; all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=11021,"Councilmember Clarke, Councilmember Sanchez",CITY COUNCIL,,0,11021,,2/10/2011,Bill
IN COUNCIL,"Amending Section 14-1607 of The Philadelphia Code, entitled ""Special District Controls for the Center City Commercial Area,"" and Section 14-1605 of The Philadelphia Code, entitled ""Regulated Uses,"" and Section 14-305 of The Philadelphia Code, entitled ""'C-4' Commercial and 'C-5' Commercial Districts,"" by adding to all Sections special provisions relating to the area bounded by Chestnut Street, 12th Street, 13th Street, and Sansom Street, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=11020,Councilmember DiCicco,CITY COUNCIL,,0,11020,,2/10/2011,Bill
IN COUNCIL,"Establishing a parking regulation on Wyoming avenue, south side, Mascher street to Palethorp street.",http://legislation.phila.gov/detailreport/?key=11019,Councilmember Sanchez,CITY COUNCIL,,0,11019,,2/10/2011,Bill
IN COUNCIL,"Amending Chapter 9-200 of The Philadelphia Code, entitled ""Commercial Activities on Streets,"" by amending Section 9-203, entitled ""Street Vendors,"" and Section 9-205, entitled ""Sidewalk Sales,"" by prohibiting street vending and sidewalk sales within the area bounded by and including both sides of E. Tioga Street, Kensington Avenue, E. Ontario Street, Potter Street, ""I"" Street, E. Westmoreland Street, ""F"" Street, Kensington Avenue, E. Monmouth Street, and Emerald Street, providing for certain exceptions and making certain technical changes, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=11018,Councilmember Sanchez,CITY COUNCIL,,0,11018,,2/10/2011,Bill
IN COUNCIL,"Establishing a parking regulation on, 17th street, east side, Clearfield street to Allegheny avenue.",http://legislation.phila.gov/detailreport/?key=11017,Councilmember Miller,CITY COUNCIL,,0,11017,,2/10/2011,Bill
IN COUNCIL,"Establishing a parking regulation on Sydenham street, both sides, Venango street to Erie avenue.",http://legislation.phila.gov/detailreport/?key=11016,Councilmember Miller,CITY COUNCIL,,0,11016,,2/10/2011,Bill
IN COUNCIL,"Establishing a parking regulation on Olney avenue, north side, Broad street to 15th street.",http://legislation.phila.gov/detailreport/?key=11015,Councilmember Miller,CITY COUNCIL,,0,11015,,2/10/2011,Bill
IN COUNCIL,"Establishing a parking regulation on Smedley street, both sides, Tioga street to Ontario street.",http://legislation.phila.gov/detailreport/?key=11014,Councilmember Miller,CITY COUNCIL,,0,11014,,2/10/2011,Bill
IN COUNCIL,"Establishing a parking regulation on 21st street, east side, Chew avenue to Conlyn street.",http://legislation.phila.gov/detailreport/?key=11013,Councilmember Miller,CITY COUNCIL,,0,11013,,2/10/2011,Bill
IN COUNCIL,"Authorizing the construction of a sewer and appurtenant work, required to alleviate unsanitary conditions in a portion of Asbury Terrace.",http://legislation.phila.gov/detailreport/?key=11012,"Council President Verna, Councilmember Tasco",CITY COUNCIL,,0,11012,,2/10/2011,Bill
IN COUNCIL,"Amending Section 2 of an Ordinance (Bill No. 080637) approved November 19, 2008, entitled ""An Ordinance authorizing and directing the revision of lines and grades on a portion of City Plan Nos. 34-S and 41-S by striking from the City Plan and vacating the legally open portions of Packer Avenue from Christopher Columbus Boulevard to the Pierhead Line of the Delaware River and by reserving and placing on the City Plan a right-of-way for drainage purposes, water main purposes, and public utility purposes within the lines of Packer Avenue being stricken from the City Plan, all under certain terms and conditions,"" by extending the period for compliance with the terms and conditions stated therein.",http://legislation.phila.gov/detailreport/?key=11011,"Council President Verna, Councilmember Tasco",CITY COUNCIL,,0,11011,,2/10/2011,Bill
IN COUNCIL,"Amending Chapter 20-1000 of The Philadelphia Code, entitled ""Political Contributions and Expenditures,"" by clarifying that no person shall make excess contributions to candidates through another political committee and by revising the form of notice that the Board of Ethics shall provide of the contribution limits, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=11010,Councilmember Tasco,CITY COUNCIL,,0,11010,,2/10/2011,Bill
IN COUNCIL,"Amending Section 20-606 of The Philadelphia Code, entitled ""Board of Ethics,"" by further providing for administrative adjudication, under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=11009,Councilmember Tasco,CITY COUNCIL,,0,11009,,2/10/2011,Bill
IN COUNCIL,"Amending Section 2 of an Ordinance approved November 13, 2002, entitled ""An Ordinance authorizing the revision of lines and grades on a portion of City Plan No. 258 by striking from the City Plan and vacating Brill Street from Torresdale Avenue to Harbison Avenue, by striking from the City Plan and vacating a certain triangular section of Harbison Avenue, and by reserving and placing on the City Plan a right-of-way for drainage purposes, water main purposes, and gas main purposes, under certain terms and conditions,"" by extending the period for compliance with the terms and conditions stated therein.",http://legislation.phila.gov/detailreport/?key=11008,Councilmember Krajewski,CITY COUNCIL,,0,11008,,2/10/2011,Bill
IN COUNCIL,"Amending certain Sections of Title 3 (""Air Management Code"") of The Philadelphia Code relating to license and permit fees and other charges by modifying the amount of such fees, under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=11007,Councilmember Kenney,CITY COUNCIL,,0,11007,,2/10/2011,Bill
PLACED ON FILE,"Transmitting a bill amending Chapter 9-1100 of The Philadelphia Code, entitled ""Fair Practices,"" by changing the title to ""Fair Practices Ordinance:  Protections Against Unlawful Discrimination,"" by replacing ""handicap"" with disability as a protected status, by adding domestic or sexual violence victim status, familial status, and genetic information to the prohibited bases for discrimination; by amending the definition of discrimination, employer, life partnership, public accommodation and other terms, and by adding or deleting other definitions; by narrowing certain exemptions with respect to employment preferences; by amending the prohibition against housing discrimination to include commercial property and real property; by reordering and clarifying the complaint, mediation and hearing procedures of the Commission; by amending and clarifying the remedies available to the Commission upon a finding of a violation; and by changing the order of sections and making other changes, all under certain terms and conditions, accompanied by an explanatory letter from the Chair of the Human Relations Commission.",http://legislation.phila.gov/detailreport/?key=11006,,CITY COUNCIL,,0,11006,,2/3/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a bill authorizing the Commissioner of Public Property and the Commissioner of Parks and Recreation, on behalf of the City of Philadelphia, to lease the land and improvements known as the Mann Center for Performing Arts, located on Parkside Avenue in West Fairmount Park, to the Philadelphia Authority for Industrial Development for sublease to the Mann Center for the Performing Arts and to enter into related agreements",http://legislation.phila.gov/detailreport/?key=11005,,CITY COUNCIL,,0,11005,,2/3/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a bill authorizing the Commissioner of Public Property, on behalf of the City of Philadelphia, to enter into a sublease agreement with the Philadelphia Authority for Industrial Development, for use of a premises by the City located at 1221 Bainbridge Street, Philadelphia, Pennsylvania, all under certain terms and conditions.",http://legislation.phila.gov/detailreport/?key=11004,,CITY COUNCIL,,0,11004,,2/3/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a bill authorizing transfers in appropriations for Fiscal Year 2011 from the Grants Revenue Fund, the Director of Finance - Provision for Other Grants to the Acute Care Hospital Assessment Fund, the Department of Public Health and the Department of Public Health - State Payment, accompanied by an explanatory letter from the Budget Director.",http://legislation.phila.gov/detailreport/?key=11003,,CITY COUNCIL,,0,11003,,2/3/2011,COMMUNICATION
PLACED ON FILE,"Transmitting a bill authorizing transfers in appropriations for Fiscal Year 2011 from the General Fund, certain or all City offices, departments, boards and commissions and from the Grants Revenue Fund, the Director of Finance - Provision for Other Grants to the General Fund, certain or all City offices, departments, boards and commissions, accompanied by an explanatory letter from the Budget Director.",http://legislation.phila.gov/detailreport/?key=11002,,CITY COUNCIL,,0,11002,,2/3/2011,COMMUNICATION
